49,1,2,2,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,4,2,4,2,2,3,2,2,4,1,1,2,1,1,4,4,4,5,3,1,16,12,17,1,1,5,6,7,6,2,29,312,1,15,1,1,10,410,0.424162,0.737068,0.80643,0.259793,0.525831,0.411902,0.593548,0.31796,0.38846,0.48889,0.457203,0.447145,0.301535,0.205651,6609.32
51,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,2,2,3,2,4,2,4,1,1,1,1,4,2,3,5,5,3,20,10,1,1,1,9,6,6,7,7,221,23,1,1,19,6,15,125,0.834747,0.488789,0.246911,0.83324,0.551723,0.688705,0.437192,0.67263,0.83505,0.59334,0.678924,0.665644,0.684242,0.407411,2658.7
52,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,4,2,4,4,2,3,2,2,2,1,1,2,3,1,4,4,4,5,1,1,16,13,1,1,1,7,7,7,6,4,29,319,1,122,10,6,11,817,0.488816,0.422197,0.592681,0.452887,0.281143,0.443265,0.637086,0.36636,0.52938,0.39068,0.678924,0.665644,0.30435,0.310796,4167.32
55,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,4,4,2,2,3,2,4,2,1,1,1,2,8,4,2,3,5,3,4,20,6,1,1,1,7,5,9,11,11,29,219,5,12,213,1,18,810,0.391956,0.15999,0.26357,0.432728,0.602545,0.436312,0.544355,0.48864,0.36285,0.20496,0.388786,0.40609,0.648701,0.830931,3797.89
57,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,2,4,4,4,2,3,2,4,2,1,1,1,1,1,4,4,3,5,5,4,20,9,4,1,1,5,5,9,11,11,29,319,3,6,15,1,15,410,0.338258,0.785784,0.65431,0.373816,0.718531,0.441525,0.437192,0.31796,0.32128,0.44467,0.377724,0.369858,0.605077,0.74381,1155.48
60,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,2,2,4,4,2,2,3,2,4,2,1,1,1,1,1,4,4,3,5,5,4,20,9,1,1,1,6,6,10,12,11,29,19,3,116,25,5,16,73,0.283689,0.488789,0.506105,0.463029,0.534484,0.349885,0.381185,0.81542,0.32311,0.36458,0.453334,0.454705,0.651733,0.354002,891.14
61,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,4,4,4,3,2,2,2,1,1,1,1,1,4,4,5,5,4,1,19,9,1,1,2,3,4,12,11,9,29,52,1,119,15,6,14,225,0.125526,0.620805,0.61366,0.236924,0.281143,0.183243,0.25356,0.40028,0.21374,0.19431,0.167024,0.165648,0.40452,0.725941,765.97
66,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,2,4,4,2,2,3,2,2,2,1,1,1,7,8,4,4,4,5,3,1,16,9,1,1,1,5,5,8,6,2,29,319,9,14,213,1,11,416,0.475784,0.785784,0.592681,0.614134,0.78323,0.3735,0.381883,0.36083,0.44352,0.45017,0.338312,0.366307,0.339244,0.793518,771.58
73,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,3,4,3,5,3,1,4,1,1,1,1,8,9,7,6,1,29,220,1,16,16,1,9,824,0.378225,0.785784,0.762059,0.259793,0.543117,0.38207,0.451203,0.33906,0.479,0.54433,0.812519,0.800726,0.246011,0.215055,7256.49
76,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,4,2,2,2,3,2,2,2,1,1,1,1,1,4,4,4,5,1,1,16,10,1,1,1,7,5,6,6,2,29,52,5,122,111,1,11,812,0.57381,0.422197,0.26357,0.229617,0.281143,0.592478,0.496452,0.29758,0.46226,0.51111,0.434083,0.424625,0.3574,0.311644,1528.73
86,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,4,2,2,2,3,2,2,2,1,1,1,1,1,4,4,4,5,3,1,16,7,1,1,1,6,6,7,7,4,29,57,1,112,8,5,11,719,0.296829,0.358319,0.65431,0.284048,0.281143,0.435733,0.769905,0.60087,0.40252,0.28677,0.550529,0.538473,0.298734,0.698006,4787.07
89,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,2,4,4,2,2,3,2,2,2,1,1,1,2,1,4,4,4,5,3,1,16,9,1,1,1,5,5,8,6,2,29,319,5,5,213,1,11,410,0.475784,0.620805,0.462347,0.534409,0.889301,0.3735,0.356037,0.36083,0.44352,0.45017,0.291268,0.295524,0.339244,0.804795,2163.97
90,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,4,2,4,2,2,3,2,3,2,1,1,1,4,1,4,4,5,5,7,5,18,15,3,1,1,7,6,7,9,6,29,52,7,114,15,3,14,811,0.645422,0.299102,0.527991,0.327354,0.422268,0.671307,0.464924,0.33906,0.62542,0.66076,0.6075,0.594646,0.678452,0.285224,11673.03
93,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,4,2,2,4,2,2,4,3,2,3,2,1,1,1,1,1,4,2,5,5,7,5,18,9,1,1,3,7,5,8,10,6,12,52,1,21,14,1,13,87,0.477231,0.488789,0.246911,0.463029,0.281143,0.557431,0.402942,0.34445,0.52728,0.79139,0.377724,0.369858,0.687115,0.297788,1753.5
100,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,2,4,2,2,3,2,4,4,1,1,1,1,1,4,4,3,5,3,4,20,10,3,1,1,7,6,7,10,11,29,315,1,14,124,1,14,811,0.45271,0.488789,0.54977,0.432728,0.281143,0.577059,0.582429,0.65663,0.4832,0.57716,0.625936,0.612906,0.617748,0.598847,4521.12
105,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,4,4,2,2,3,2,2,2,1,1,1,7,8,4,4,4,5,1,1,16,1,1,1,5,11,8,6,6,2,29,220,1,5,13,1,10,134,0.585115,0.422197,0.336963,0.670373,0.585792,0.605191,0.67568,0.45883,0.66201,0.58257,0.880469,0.871011,0.354344,0.811987,2127.71
107,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,4,2,4,3,2,3,2,2,2,1,1,1,1,1,4,2,4,5,5,1,16,12,9,1,1,4,5,11,8,2,12,57,1,10,213,1,13,311,0.325401,0.488789,0.592681,0.473202,0.758711,0.201125,0.260915,0.24564,0.30859,0.21983,0.199654,0.214808,0.351299,0.391812,5370.72
111,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,4,2,2,4,4,1,4,3,2,4,2,4,1,1,2,8,3,2,3,5,1,3,20,6,6,1,1,10,6,6,7,7,29,57,3,19,12,1,14,126,0.894333,0.299102,0.280933,0.713852,0.281143,0.731498,0.438285,0.75964,0.93383,0.7877,0.711942,0.714544,0.751507,0.673856,1831.24
112,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,4,4,4,2,3,2,4,2,4,1,1,1,1,3,3,3,5,1,3,20,9,1,1,1,11,6,5,8,7,29,319,3,1,12,1,15,1213,0.848648,0.620805,0.336963,0.705434,0.281143,0.862621,0.519514,0.96202,0.86299,0.8351,0.832976,0.832658,0.808455,0.39875,2421.69
116,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,4,4,2,4,3,2,2,2,1,1,1,1,1,4,4,3,5,4,1,11,8,4,1,1,3,4,12,10,1,11,313,1,114,16,1,13,32,0.138128,0.555782,0.527991,0.215482,0.310061,0.189484,0.245611,0.25918,0.2418,0.2123,0.169206,0.167768,0.339244,0.276837,1376.18
118,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,2,4,2,4,2,2,3,2,2,3,1,1,1,1,1,4,4,5,5,5,1,19,1,1,1,1,4,6,13,12,9,29,512,5,5,111,1,14,319,0.154787,0.737068,0.57136,0.195483,0.372405,0.206854,0.277613,0.33906,0.27393,0.37493,0.251234,0.247316,0.51666,0.799114,7703.4
125,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,2,4,2,4,2,1,3,2,1,2,1,2,1,2,8,3,4,1,5,3,1,5,6,1,3,1,7,9,6,7,8,29,220,5,123,124,3,8,811,0.227585,0.555782,0.844219,0.432728,0.281143,0.463958,0.745362,0.68308,0.34365,0.43919,0.812519,0.800726,0.19994,0.836949,11248.08
130,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,4,2,2,4,2,2,1,3,2,4,2,1,1,1,2,1,3,2,3,5,3,4,20,9,1,1,2,9,6,8,11,11,29,19,1,6,110,1,16,122,0.367378,0.358319,0.174588,0.345595,0.340543,0.585075,0.577741,0.34987,0.37458,0.48334,0.588753,0.576121,0.704052,0.740584,876.78
139,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,4,2,2,4,4,2,2,3,2,2,2,1,1,1,1,1,4,4,3,5,3,1,4,8,3,1,2,9,8,7,6,4,29,125,1,14,120,1,11,1117,0.351358,0.199504,0.419161,0.373816,0.447878,0.374051,0.833411,0.5245,0.37458,0.25604,0.727671,0.714544,0.233856,0.793199,3552.53
140,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,4,2,2,4,4,2,2,3,2,2,2,1,1,1,1,1,4,4,1,5,3,1,6,9,1,1,1,6,5,5,6,1,29,23,1,9,6,5,10,719,0.347403,0.422197,0.61366,0.383428,0.372405,0.590205,0.864052,0.5245,0.34745,0.33428,0.531161,0.519456,0.253506,0.295055,1154.43
144,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,2,2,2,2,2,2,3,2,2,2,1,1,1,1,1,4,4,4,5,3,1,16,7,1,1,1,5,5,7,6,2,29,312,9,122,11,5,11,410,0.513457,0.737068,0.54977,0.594598,0.90528,0.416181,0.408773,0.62918,0.5063,0.37493,0.338312,0.331643,0.315758,0.32148,4822.07
146,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,4,2,2,3,2,4,2,4,1,1,1,1,4,3,3,5,5,3,20,8,1,1,4,8,6,8,7,7,29,55,1,5,213,1,15,95,0.853789,0.555782,0.317666,0.309621,0.863,0.547545,0.431372,0.73247,0.91898,0.60932,0.592525,0.579845,0.723122,0.810941,2809.74
149,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,4,4,2,2,3,2,4,2,1,1,1,1,1,4,3,3,5,3,4,20,8,10,1,1,7,6,7,11,11,29,220,3,118,124,1,17,811,0.383696,0.199504,0.57136,0.432728,0.281143,0.655553,0.594714,0.54829,0.38249,0.29595,0.6075,0.630853,0.660756,0.462723,3110.41
153,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,2,2,4,4,4,3,3,2,4,2,1,1,1,1,1,4,4,3,5,1,4,20,9,4,1,1,7,6,5,7,5,29,13,1,114,120,1,12,814,0.668933,0.488789,0.692825,0.473202,0.551723,0.777366,0.902031,0.60659,0.77327,0.74817,0.705501,0.692256,0.576071,0.270699,1301.26
